DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
21-03-2021,14-00,11.5,174,0.95,3293,1,2,81,65,,,,,,,,
21-03-2021,15-00,11.2,186,0.95,3428,1,2,81,65,,,,,,,,
21-03-2021,16-00,11.2,201,0.95,3704,1,2,76,76,,,,,,,,
21-03-2021,17-00,11.5,203,0.95,3841,1,2,76,76,,,,,,,,
21-03-2021,18-00,11.7,186,0.95,3581,1,2,76,76,,,,,,,,
21-03-2021,19-00,11.7,50,0.95,963,1,2,75,64,,,,,,,,
21-03-2021,20-00,11.8,50,0.95,971,1,2,75,64,,,,,,,,
21-03-2021,21-00,11.7,47,0.95,905,1,2,75,64,,,,,,,,
21-03-2021,22-00,11.6,43,0.95,821,1,2,72,89,,,,,,,,
21-03-2021,23-00,11.5,37,0.95,700,1,2,72,89,,,,,,,,
21-03-2021,00-00,11.4,35,0.95,657,1,2,72,89,,,,,,,,
22-03-2021,01-00,11.3,172,0.97,3265,0,2,79,72,,,,,,,,
22-03-2021,02-00,11.3,176,0.97,3341,0,2,79,72,,,,,,,,
22-03-2021,03-00,11.3,176,0.97,3341,0,2,79,72,,,,,,,,
22-03-2021,04-00,11.2,182,0.97,3425,0,2,91,40,,,,,,,,
22-03-2021,05-00,11.4,194,0.97,3716,0,2,91,40,,,,,,,,
22-03-2021,06-00,11.5,211,0.97,4077,0,2,91,40,,,,,,,,
22-03-2021,07-00,11.4,239,0.97,4578,0,2,91,40,,,,,,,,
22-03-2021,08-00,11.3,261,0.97,4955,0,2,91,40,,,,,,,,
22-03-2021,09-00,11.4,247,0.97,4731,0,2,91,40,,,,,,,,
22-03-2021,10-00,11.8,236,0.97,4679,0,2,96,43,,,,,,,,
22-03-2021,11-00,11.7,202,0.97,3971,0,2,96,43,,,,,,,,
22-03-2021,12-00,11.4,190,0.97,3639,0,2,96,43,,,,,,,,
22-03-2021,13-00,11.5,179,0.97,3458,0,2,86,48,,,,,,,,
22-03-2021,14-00,11.7,170,0.97,3342,0,2,86,48,,,,,,,,
22-03-2021,15-00,11.7,180,0.97,3538,0,2,86,48,,,,,,,,
22-03-2021,16-00,11.6,196,0.97,3820,0,2,86,31,,,,,,,,
22-03-2021,17-00,11.4,215,0.97,4118,0,2,86,31,,,,,,,,
22-03-2021,18-00,11.8,176,0.97,3489,0,2,86,31,,,,,,,,
22-03-2021,19-00,11.9,53,0.97,1060,0,2,73,87,,,,,,,,
22-03-2021,20-00,11.8,53,0.97,1051,0,2,73,87,,,,,,,,
22-03-2021,21-00,11.8,48,0.97,952,0,2,73,87,,,,,,,,
22-03-2021,22-00,11.8,43,0.97,852,0,2,79,60,,,,,,,,
22-03-2021,23-00,11.7,40,0.97,786,0,2,79,60,,,,,,,,
22-03-2021,00-00,11.6,38,0.97,741,0,2,79,60,,,,,,,,
23-03-2021,01-00,11.4,168,0.98,3251,0,2,82,50,,,,,,,,
23-03-2021,02-00,11.4,168,0.98,3251,0,2,82,50,,,,,,,,
23-03-2021,03-00,11.4,170,0.98,3290,0,2,82,50,,,,,,,,
23-03-2021,04-00,11.3,180,0.98,3453,0,2,90,39,,,,,,,,
23-03-2021,05-00,11.3,196,0.98,3759,0,2,90,39,,,,,,,,
23-03-2021,06-00,11.5,215,0.98,4197,0,2,90,39,,,,,,,,
23-03-2021,07-00,11.3,235,0.98,4507,0,2,93,36,,,,,,,,
23-03-2021,08-00,11.3,276,0.98,5294,0,2,93,36,,,,1,,,,
23-03-2021,09-00,11.3,248,0.98,4757,0,2,93,36,,,,,1,,,
23-03-2021,10-00,11.5,249,0.98,4861,0,2,90,38,,,1,,,,,
23-03-2021,11-00,11.3,233,0.98,4469,0,2,90,38,,,1,,,,,
23-03-2021,12-00,11.5,208,0.98,4060,0,2,90,38,,,1,,,,,
23-03-2021,13-00,11.5,210,0.98,4099,0,2,83,44,,,,,,,,
23-03-2021,14-00,11.4,206,0.98,3986,0,2,83,44,,,,,,,,
23-03-2021,15-00,11.3,205,0.98,3932,0,2,83,44,,,,,,,,
23-03-2021,16-00,11.1,235,0.98,4428,0,2,79,55,,,,,,,,
23-03-2021,17-00,11.1,227,0.98,4277,0,2,79,55,,,,,,,,
23-03-2021,18-00,11.2,186,0.98,3536,0,2,79,55,,,,,,,,
23-03-2021,19-00,11.8,150,0.98,3004,0,2,81,50,,,,,,,,
23-03-2021,20-00,11.8,79,0.98,1582,0,2,81,50,,,,,,,,
23-03-2021,21-00,11.8,78,0.98,1562,0,2,81,50,,,,,,,,
23-03-2021,22-00,11.8,48,0.98,961,0,2,70,74,,,,,,,,
23-03-2021,23-00,11.7,42,0.98,834,0,2,70,74,,,,,,,,
23-03-2021,00-00,11.6,36,0.98,709,0,2,70,74,,,,,,,,
24-03-2021,01-00,11.4,168,0.96,3185,0,2,78,68,,,,,,,,
24-03-2021,02-00,11.4,168,0.96,3185,0,2,78,68,,,,,,,,
24-03-2021,03-00,11.4,168,0.96,3185,0,2,78,68,,,,,,,,
24-03-2021,04-00,11.3,182,0.96,3420,0,2,91,35,,,,,,,,
24-03-2021,05-00,11.2,196,0.96,3650,0,2,91,35,,,,,,,,
24-03-2021,06-00,11.2,208,0.96,3874,0,2,91,35,,,,,,,,
24-03-2021,07-00,11.5,247,0.96,4723,0,2,98,29,,,,,,,,
24-03-2021,08-00,11.5,260,0.96,4972,0,2,98,29,,,,,,,,
24-03-2021,09-00,11.7,228,0.96,4436,0,2,98,29,,,,,,,,
24-03-2021,10-00,11.8,214,0.96,4199,0,2,97,44,,,,,,,,
24-03-2021,11-00,11.7,195,0.96,3794,0,2,97,44,,,,,,,,
24-03-2021,12-00,11.8,184,0.96,3610,0,2,97,44,,,,,,,,
24-03-2021,13-00,11.9,175,0.96,3463,0,2,81,61,,,,,,,,
24-03-2021,14-00,11.6,175,0.96,3375,0,2,81,61,,,,,,,,
24-03-2021,15-00,11.5,176,0.96,3365,0,2,81,61,,,,,,,,
24-03-2021,16-00,11.2,228,0.96,4246,0,2,76,77,,,,,,,,
24-03-2021,17-00,11.2,238,0.96,4432,0,2,76,77,,,,,,,,
24-03-2021,18-00,11.4,196,0.96,3715,0,2,76,77,,,,,,,,
24-03-2021,19-00,11.5,52,0.96,994,0,2,78,65,,,,,,,,
24-03-2021,20-00,11.8,51,0.96,1001,0,2,78,65,,,,,,,,
24-03-2021,21-00,11.8,50,0.96,981,0,2,78,65,,,,,,,,
24-03-2021,22-00,11.8,48,0.96,942,0,2,73,86,,,,,,,,
24-03-2021,23-00,11.7,42,0.96,817,0,2,73,86,,,,,,,,
24-03-2021,00-00,11.7,38,0.96,739,0,2,73,86,,,,,,,,
25-03-2021,01-00,11.7,170,0.95,3273,0,2,81,71,,,,,,,,
25-03-2021,02-00,11.7,170,0.95,3273,0,2,81,71,,,,,,,,
25-03-2021,03-00,11.7,170,0.95,3273,0,2,81,71,,,,,,,,
25-03-2021,04-00,11.7,182,0.95,3504,0,2,96,29,,,,,,,,
25-03-2021,05-00,11.7,190,0.95,3658,0,2,96,29,,,,,,,,
25-03-2021,06-00,11.6,202,0.95,3856,0,2,96,29,,,,,,,,
25-03-2021,07-00,11.8,240,0.95,4660,0,2,99,27,,,,,,,,
25-03-2021,08-00,11.6,248,0.95,4734,0,2,99,27,,,,,,,,
25-03-2021,09-00,11.6,245,0.95,4676,0,2,99,27,,,,,,,,
25-03-2021,10-00,11.8,240,0.95,4660,0,2,96,37,,,,,,,,
25-03-2021,11-00,11.7,230,0.95,4428,0,2,96,37,,,,,,,,
25-03-2021,12-00,11.8,222,0.95,4310,0,2,96,37,,,,,,,,
25-03-2021,13-00,11.8,204,0.95,3961,0,2,82,59,,,,,,,,
25-03-2021,14-00,11.8,193,0.95,3747,0,2,82,59,,,,,,,,
25-03-2021,15-00,11.4,180,0.95,3376,0,2,82,59,,,,,,,,
25-03-2021,16-00,11.3,230,0.95,4277,0,2,78,72,,,,,,,,
25-03-2021,17-00,11.2,237,0.95,4368,0,2,78,72,,,,,,,,
25-03-2021,18-00,11.8,211,0.95,4097,0,2,78,72,,,,,,,,
25-03-2021,19-00,11.8,55,0.95,1068,0,2,75,76,,,,,,,,
25-03-2021,20-00,11.8,52,0.95,1010,0,2,75,76,,,,,,,,
25-03-2021,21-00,11.8,51,0.95,990,0,2,75,76,,,,,,,,
25-03-2021,22-00,11.7,47,0.95,905,0,2,73,86,,,,,,,,
25-03-2021,23-00,11.5,42,0.95,795,0,2,73,86,,,,,,,,
25-03-2021,00-00,11.3,39,0.95,725,0,2,73,86,,,,,,,,
26-03-2021,01-00,11.5,167,0.97,3227,0,2,81,71,,,,,,,,
26-03-2021,02-00,11.5,167,0.97,3227,0,2,81,71,,,,,,,,
26-03-2021,03-00,11.5,167,0.97,3227,0,2,81,71,,,,,,,,
26-03-2021,04-00,11.4,177,0.97,3390,0,2,96,29,,,,,,,,
26-03-2021,05-00,11.4,192,0.97,3677,0,2,96,29,,,,,,,,
26-03-2021,06-00,11.4,205,0.97,3926,0,2,96,29,,,,,,,,
26-03-2021,07-00,11.3,226,0.97,4291,0,2,99,27,,,,,,,,
26-03-2021,08-00,11.2,236,0.97,4441,0,2,99,27,,,,,,,,
26-03-2021,09-00,11.5,244,0.97,4714,0,2,99,27,,,,,,,,
26-03-2021,10-00,11.8,218,0.97,4322,0,2,96,37,,,,,,,,
26-03-2021,11-00,11.9,198,0.97,3959,0,2,96,37,,,,,,,,
26-03-2021,12-00,11.5,186,0.97,3594,0,2,96,37,,,,,,,,
26-03-2021,13-00,11.5,177,0.97,3420,0,2,82,59,,,,,,,,
26-03-2021,14-00,11.4,168,0.97,3218,0,2,82,59,,,,,,,,
26-03-2021,15-00,11.4,173,0.97,3313,0,2,82,59,,,,,,,,
26-03-2021,16-00,11.3,212,0.97,4025,0,2,78,72,,,,,,,,
26-03-2021,17-00,11.2,230,0.97,4328,0,2,78,72,,,,,,,,
26-03-2021,18-00,11.8,198,0.97,3925,0,2,78,72,,,,1,,,,
26-03-2021,19-00,11.8,52,0.97,1031,0,2,75,76,,,,,,,,
26-03-2021,20-00,11.8,54,0.97,1071,0,2,75,76,,,,,,,,
26-03-2021,21-00,11.7,52,0.97,1022,0,2,75,76,,,,,,,,
26-03-2021,22-00,11.6,48,0.97,935,0,2,70,76,,,,,,,,
26-03-2021,23-00,11.4,46,0.97,881,0,2,70,76,,,,,,,,
26-03-2021,00-00,11.2,40,0.97,753,0,2,70,76,,,,,,,,
27-03-2021,01-00,11.4,167,0.98,3232,0,2,81,69,,,,,,,,
27-03-2021,02-00,11.4,167,0.98,3232,0,2,81,69,,,,,,,,
27-03-2021,03-00,11.5,167,0.98,3260,0,2,81,69,,,,,,,,
27-03-2021,04-00,11.6,178,0.98,3505,0,2,95,29,,,,,,,,
27-03-2021,05-00,11.5,188,0.98,3670,0,2,95,29,,,,,,,,
27-03-2021,06-00,11.5,196,0.98,3826,0,2,95,29,,,,,,,,
27-03-2021,07-00,11.3,240,0.98,4603,0,2,103,21,,,,,,,,
27-03-2021,08-00,11.4,257,0.98,4973,0,2,103,21,,,,,,,,
27-03-2021,09-00,11.6,233,0.98,4588,0,2,103,21,,,,,,,,
27-03-2021,10-00,11.9,208,0.98,4201,0,2,98,33,,,,,,,,
27-03-2021,11-00,11.2,204,0.98,3878,0,2,98,33,,,,,,,,
27-03-2021,12-00,11.4,193,0.98,3735,0,2,98,33,,,,,,,,
27-03-2021,13-00,11.4,177,0.98,3425,0,2,82,60,,,,,,,,
27-03-2021,14-00,11.7,185,0.98,3674,0,2,82,60,,,,,,,,
27-03-2021,15-00,11.4,161,0.98,3115,0,2,82,60,1,,,,,,,
27-03-2021,16-00,11.2,215,0.98,4087,0,2,76,72,,,,,,,,
27-03-2021,17-00,11.2,236,0.98,4487,0,2,76,72,,,,,,,,
27-03-2021,18-00,11.3,195,0.98,3740,0,2,76,72,,,,,,,,
27-03-2021,19-00,11.7,135,0.98,2681,0,2,72,69,,,,,,,,
27-03-2021,20-00,11.7,53,0.98,1053,0,2,72,69,,,,,,,,
27-03-2021,21-00,11.7,51,0.98,1013,0,2,72,69,,,,,,,,
27-03-2021,22-00,11.6,48,0.98,945,0,2,71,83,,,,,,,,
27-03-2021,23-00,11.4,46,0.98,890,0,2,71,83,,,,,,,,
27-03-2021,00-00,11.2,40,0.98,760,0,2,71,83,,,,,,,,
28-03-2021,01-00,11.4,168,0.96,3185,1,2,84,65,,,,,,,,
28-03-2021,02-00,11.4,168,0.96,3185,1,2,84,65,,,,,,,,
28-03-2021,03-00,11.4,168,0.96,3185,1,2,84,65,,,,,,,,
28-03-2021,04-00,11.4,181,0.96,3431,1,2,96,44,,,,,,,,
28-03-2021,05-00,11.3,192,0.96,3608,1,2,96,44,,,,,,,,
28-03-2021,06-00,11.2,201,0.96,3743,1,2,96,44,,,,,,,,
28-03-2021,07-00,11.5,248,0.96,4742,1,2,104,15,,,,,,,,
28-03-2021,08-00,11.4,261,0.96,4947,1,2,104,15,,,,,,,,
28-03-2021,09-00,11.5,235,0.96,4494,1,2,104,15,,,,,,,,
28-03-2021,10-00,11.8,225,0.96,4415,1,2,97,29,,,,,,,,
28-03-2021,11-00,11.6,215,0.96,4147,1,2,97,29,,,,,,,,
28-03-2021,12-00,11.6,207,0.96,3993,1,2,97,29,,,,,,,,
28-03-2021,13-00,11.6,196,0.96,3780,1,2,81,57,,,,,,,,
28-03-2021,14-00,11.7,172,0.96,3346,1,2,81,57,,,,,,,,
28-03-2021,15-00,11.7,150,0.96,2918,1,2,81,57,,,,,,,,
28-03-2021,16-00,11.3,213,0.96,4002,1,2,76,66,,,,,,,,
28-03-2021,17-00,11.2,232,0.96,4321,1,2,76,66,,,,,,,,
28-03-2021,18-00,11.7,198,0.96,3852,1,2,76,66,,,,,,,,
28-03-2021,19-00,11.8,55,0.96,1079,1,2,74,72,,,,,,,,
28-03-2021,20-00,11.7,53,0.96,1031,1,2,74,72,,,,,,,,
28-03-2021,21-00,11.7,50,0.96,973,1,2,74,72,,,,,,,,
28-03-2021,22-00,11.6,48,0.96,926,1,2,72,78,,,,,,,,
28-03-2021,23-00,11.3,46,0.96,864,1,2,72,78,,,,,,,,
28-03-2021,00-00,11.3,42,0.96,789,1,2,72,78,,,,,,,,
29-03-2021,01-00,11.5,172,0.97,3323,0,2,83,66,,,,,,,,
29-03-2021,02-00,11.5,172,0.97,3323,0,2,83,66,,,,,,,,
29-03-2021,03-00,11.5,172,0.97,3323,0,2,83,66,,,,,,,,
29-03-2021,04-00,11.4,182,0.97,3486,0,2,95,48,,,,,,,,
29-03-2021,05-00,11.4,192,0.97,3677,0,2,95,48,,,,,,,,
29-03-2021,06-00,11.3,204,0.97,3873,0,2,95,48,,,,,,,,
29-03-2021,07-00,11.4,250,0.97,4788,0,2,103,31,,,,,,,,
29-03-2021,08-00,11.4,254,0.97,4865,0,2,103,31,,,,,,,,
29-03-2021,09-00,11.5,240,0.97,4637,0,2,103,31,,,,,,,,
29-03-2021,10-00,11.7,220,0.97,4325,0,2,99,36,,,,,,,,
29-03-2021,11-00,11.6,202,0.97,3937,0,2,99,36,,,,,,,,
29-03-2021,12-00,11.7,180,0.97,3538,0,2,99,36,,,,,,,,
29-03-2021,13-00,11.5,170,0.97,3285,0,2,85,65,,,,,,,,
29-03-2021,14-00,11.4,167,0.97,3199,0,2,85,65,,,,,,,,
29-03-2021,15-00,11.4,167,0.97,3199,0,2,85,65,,,,,,,,
29-03-2021,16-00,11.2,189,0.97,3556,0,2,81,68,,,,,,,,
29-03-2021,17-00,11.2,231,0.97,4347,0,2,81,68,,,,,,,,
29-03-2021,18-00,11.3,205,0.97,3892,0,2,81,68,,,,,,,,
29-03-2021,19-00,11.8,58,0.97,1150,0,2,73,76,,,,,,,,
29-03-2021,20-00,11.8,58,0.97,1150,0,2,73,76,,,,,,,,
29-03-2021,21-00,11.8,54,0.97,1071,0,2,73,76,,,,,,,,
29-03-2021,22-00,11.6,48,0.97,935,0,2,75,83,,,,,,,,
29-03-2021,23-00,11.4,47,0.97,900,0,2,75,83,,,,,,,,
29-03-2021,00-00,11.3,43,0.97,816,0,2,75,83,,,,,,,,
30-03-2021,01-00,11.4,146,0.97,2796,0,2,84,63,,,,,,,,
30-03-2021,02-00,11.4,143,0.97,2739,0,2,84,63,,,,,,,,
30-03-2021,03-00,11.4,143,0.97,2739,0,2,84,63,,,,,,,,
30-03-2021,04-00,11.4,150,0.97,2873,0,2,99,32,,,,,,,,
30-03-2021,05-00,11.3,172,0.97,3265,0,2,99,32,,,,,,,,
30-03-2021,06-00,11.3,186,0.97,3531,0,2,99,32,,,,,,,,
30-03-2021,07-00,11.3,256,0.97,4860,0,2,104,19,,,,,,,,
30-03-2021,08-00,11.3,264,0.97,5012,0,2,104,19,,,,,,,,
30-03-2021,09-00,11.5,234,0.97,4521,0,2,104,19,,,,,,,,
30-03-2021,10-00,11.5,225,0.97,4347,0,2,102,22,,,,,,,,
30-03-2021,11-00,11.7,211,0.97,4148,0,2,102,22,,,,,1,,,
30-03-2021,12-00,11.4,201,0.97,3850,0,2,102,22,,,,,,,,
30-03-2021,13-00,11.4,184,0.97,3524,0,2,85,46,,,,,,,,
30-03-2021,14-00,11.5,170,0.97,3285,0,2,85,46,,,,,,,,
30-03-2021,15-00,11.5,170,0.97,3285,0,2,85,46,,,,,,,,
30-03-2021,16-00,11.6,194,0.97,3781,0,2,76,68,,,,,,,,
30-03-2021,17-00,11.2,225,0.97,4234,0,2,76,68,,,,,,,,
30-03-2021,18-00,11.5,188,0.97,3632,0,2,76,68,,,,,,,,
30-03-2021,19-00,11.7,54,0.97,1061,0,2,77,83,,,,,,,,
30-03-2021,20-00,11.7,54,0.97,1061,0,2,77,83,,,,,,,,
30-03-2021,21-00,11.7,51,0.97,1003,0,2,77,83,,,,,,,,
30-03-2021,22-00,11.5,47,0.97,908,0,2,77,61,,,,,,,,
30-03-2021,23-00,11.4,42,0.97,804,0,2,77,61,,,,,,,,
30-03-2021,00-00,11.3,40,0.97,759,0,2,77,61,,,,,,,,
31-03-2021,01-00,11.3,172,0.97,3265,0,2,85,48,,,,,,,,
31-03-2021,02-00,11.3,172,0.97,3265,0,2,85,48,,,,,,,,
31-03-2021,03-00,11.3,172,0.97,3265,0,2,85,48,,,,,,,,
31-03-2021,04-00,11.2,184,0.97,3462,0,2,100,26,,,,,,,,
31-03-2021,05-00,11.2,196,0.97,3688,0,2,100,26,,,,,,,,
31-03-2021,06-00,11.2,212,0.97,3989,0,2,100,26,,,,,,,,
31-03-2021,07-00,11.4,250,0.97,4788,0,2,106,16,,,,,,,,
31-03-2021,08-00,11.4,233,0.97,4463,0,2,106,16,,,,,,,,
31-03-2021,09-00,11.6,219,0.97,4268,0,2,106,16,,,,,,,,
31-03-2021,10-00,11.8,205,0.97,4064,0,2,101,22,,,,,,,,
31-03-2021,11-00,11.8,181,0.97,3588,0,2,101,22,,,,,,,,
31-03-2021,12-00,11.6,145,0.97,2826,0,2,101,22,,,,,,,,
31-03-2021,13-00,11.6,145,0.97,2826,0,2,82,52,,,,,,,,
31-03-2021,14-00,11.5,179,0.97,3458,0,2,82,52,,,,,,,,
31-03-2021,15-00,11.4,193,0.97,3697,0,2,82,52,,,,,,,,
31-03-2021,16-00,11.3,204,0.97,3873,0,2,75,64,,,,,,,,
31-03-2021,17-00,11.2,215,0.97,4046,0,2,75,64,,,,,,,,
31-03-2021,18-00,11.5,192,0.97,3710,0,2,75,64,,,,,,,,
31-03-2021,19-00,11.7,54,0.97,1061,0,2,78,57,,,,,,,,
31-03-2021,20-00,11.7,54,0.97,1061,0,2,78,57,,,,,,,,
31-03-2021,21-00,11.7,51,0.97,1003,0,2,78,57,,,,,,,,
31-03-2021,22-00,11.5,47,0.97,908,0,2,75,64,,,,,,,,
31-03-2021,23-00,11.5,44,0.97,850,0,2,75,64,,,,,,,,
31-03-2021,00-00,11.4,42,0.97,804,0,2,75,64,,,,,,,,
01-04-2021,01-00,11.4,169,0.96,3203,0,2,85,45,,,,,,,,
01-04-2021,02-00,11.4,169,0.96,3203,0,2,85,45,,,,,,,,
01-04-2021,03-00,11.4,169,0.96,3203,0,2,85,45,,,,,,,,
01-04-2021,04-00,11.3,182,0.96,3420,0,2,99,33,,,,,,,,
01-04-2021,05-00,11.2,199,0.96,3706,0,2,99,33,,,,,,,,
01-04-2021,06-00,11.4,212,0.96,4019,0,2,99,33,,,,,,,,
01-04-2021,07-00,11.2,260,0.96,4842,0,2,105,21,,,,,,,,
01-04-2021,08-00,11.4,260,0.96,4928,0,2,105,21,,,,,,,,
01-04-2021,09-00,11.6,236,0.96,4552,0,2,105,21,,,,,,,,
01-04-2021,10-00,11.9,210,0.96,4155,0,2,101,26,,,,,,,,
01-04-2021,11-00,11.9,196,0.96,3878,0,2,101,26,,,,,,,,
01-04-2021,12-00,11.9,173,0.96,3423,0,2,101,26,,,,,,,,
01-04-2021,13-00,11.5,168,0.96,3212,0,2,84,51,,,,,,,,
01-04-2021,14-00,11.6,165,0.96,3183,0,2,84,51,,,,,,,,
01-04-2021,15-00,11.6,163,0.96,3144,0,2,84,51,,,,,,,,
01-04-2021,16-00,11.4,173,0.96,3279,0,2,77,68,,,,,,,,
01-04-2021,17-00,11.3,179,0.96,3363,0,2,77,68,,,,,,,,
01-04-2021,18-00,11.3,187,0.96,3514,0,2,77,68,,,,,,,,
01-04-2021,19-00,11.7,55,0.96,1070,0,2,74,68,,,,,,,,
01-04-2021,20-00,11.7,54,0.96,1051,0,2,74,68,,,,,,,,
01-04-2021,21-00,11.7,52,0.96,1012,0,2,74,68,,,,,,,,
01-04-2021,22-00,11.5,48,0.96,918,0,2,73,72,,,,,,,,
01-04-2021,23-00,11.5,44,0.96,841,0,2,73,72,,,,,,,,
01-04-2021,00-00,11.3,40,0.96,752,0,2,73,72,,,,,,,,
02-04-2021,01-00,11.4,168,0.97,3218,0,2,84,47,,,,,,,,
02-04-2021,02-00,11.4,168,0.97,3218,0,2,84,47,,,,,,,,
02-04-2021,03-00,11.4,168,0.97,3218,0,2,84,47,,,,,,,,
02-04-2021,04-00,11.4,183,0.97,3505,0,2,99,26,,,,,,,,
02-04-2021,05-00,11.3,188,0.97,3569,0,2,99,26,,,,,,,,
02-04-2021,06-00,11.3,228,0.97,4329,0,2,99,26,,,,,,,,
02-04-2021,07-00,11.4,246,0.97,4712,0,2,106,22,,,,,,,,
02-04-2021,08-00,11.6,240,0.97,4677,0,2,106,22,,,,,,,,
02-04-2021,09-00,11.7,232,0.97,4560,0,2,106,22,,,,,,,,
02-04-2021,10-00,11.8,212,0.97,4203,0,2,100,28,,,,,,,,
02-04-2021,11-00,11.9,188,0.97,3759,0,2,100,28,,,,,,,,
02-04-2021,12-00,11.6,169,0.97,3294,0,2,100,28,,,,,,,,
02-04-2021,13-00,11.6,160,0.97,3118,0,2,83,57,,,,,,,,
02-04-2021,14-00,11.6,151,0.97,2943,0,2,83,57,,,,,,,,
02-04-2021,15-00,11.5,166,0.97,3207,0,2,83,57,,,,,,,,
02-04-2021,16-00,11.3,178,0.97,3379,0,2,78,64,,,,,,,,
02-04-2021,17-00,11.5,32,0.97,618,0,2,78,64,,,,,,,,
02-04-2021,18-00,11.5,33,0.97,638,0,2,78,64,,,,,,,,
02-04-2021,19-00,11.6,54,0.97,1052,0,2,75,71,,,,,,,,
02-04-2021,20-00,11.7,57,0.97,1120,0,2,75,71,,,,,,,,
02-04-2021,21-00,11.6,54,0.97,1052,0,2,75,71,,,,,,,,
02-04-2021,22-00,11.5,48,0.97,927,0,2,72,72,,,,,,,,
02-04-2021,23-00,11.5,43,0.97,831,0,2,72,72,,,,,,,,
02-04-2021,00-00,11.3,40,0.97,759,0,2,72,72,,,,,,,,
03-04-2021,01-00,11.4,159,0.96,3014,0,2,81,67,,,,,,,,
03-04-2021,02-00,11.4,159,0.96,3014,0,2,81,67,,,,,,,,
03-04-2021,03-00,11.4,159,0.96,3014,0,2,81,67,,,,,,,,
03-04-2021,04-00,11.4,165,0.96,3128,0,2,96,34,,,,,,,,
03-04-2021,05-00,11.3,173,0.96,3251,0,2,96,34,,,,,,,,
03-04-2021,06-00,11.5,213,0.96,4073,0,2,96,34,,,,,,,,
03-04-2021,07-00,11.5,260,0.96,4972,0,2,102,29,,,,,,,,
03-04-2021,08-00,11.7,263,0.96,5117,0,2,102,29,,,,,,,,
03-04-2021,09-00,11.9,248,0.96,4907,0,2,102,29,,,,,,,,
03-04-2021,10-00,11.5,216,0.96,4130,0,2,98,45,,,,,,,,
03-04-2021,11-00,11.6,198,0.96,3819,0,2,98,45,,,,,,,,
03-04-2021,12-00,11.7,175,0.96,3405,0,2,98,45,,,,,,,,
03-04-2021,13-00,11.8,166,0.96,3257,0,2,86,72,,,,,,,,
03-04-2021,14-00,11.8,167,0.96,3277,0,2,86,72,,,,,,,,
03-04-2021,15-00,11.8,170,0.96,3336,0,2,86,72,,,,,,,,
03-04-2021,16-00,11.6,186,0.96,3588,0,2,80,85,,,,,,,,
03-04-2021,17-00,11.4,211,0.96,4000,0,2,80,85,,,,,,,,
03-04-2021,18-00,11.8,94,0.96,1844,0,2,80,85,,,,,,,,
03-04-2021,19-00,11.6,54,0.96,1042,0,2,76,70,,,,,,,,
03-04-2021,20-00,11.6,54,0.96,1042,0,2,76,70,,,,,,,,
03-04-2021,21-00,11.7,55,0.96,1070,0,2,76,70,,,,,,,,
03-04-2021,22-00,11.6,48,0.96,926,0,2,81,87,,,,,,,,
03-04-2021,23-00,11.6,43,0.96,829,0,2,81,87,,,,,,,,
03-04-2021,00-00,11.3,43,0.96,808,0,2,81,87,,,,,,,,
04-04-2021,01-00,11.2,154,0.97,2898,1,2,83,81,,,,,,,,
04-04-2021,02-00,11.2,154,0.97,2898,1,2,83,81,,,,,,,,
04-04-2021,03-00,11.2,154,0.97,2898,1,2,83,81,,,,,,,,
04-04-2021,04-00,11.2,165,0.97,3105,1,2,91,64,,,,,,,,
04-04-2021,05-00,11.5,179,0.97,3458,1,2,91,64,,,,,,,,
04-04-2021,06-00,11.3,199,0.97,3778,1,2,91,64,,,,,,,,
04-04-2021,07-00,11.8,220,0.97,4362,1,2,97,52,,,,,,,,
04-04-2021,08-00,11.8,204,0.97,4044,1,2,97,52,,,,,1,,,
04-04-2021,09-00,11.8,200,0.97,3965,1,2,97,52,,,,,1,,,
04-04-2021,10-00,11.8,185,0.97,3668,1,2,95,61,,,,,,,,
04-04-2021,11-00,11.8,188,0.97,3727,1,2,95,61,,,,,,,,
04-04-2021,12-00,11.6,174,0.97,3391,1,2,95,61,,,,,,,,
04-04-2021,13-00,11.7,165,0.97,3243,1,2,85,76,,,,,,,,
04-04-2021,14-00,11.7,158,0.97,3106,1,2,85,76,,,,,,,,
04-04-2021,15-00,11.7,154,0.97,3027,1,2,85,76,,,,,,,,
04-04-2021,16-00,11.5,174,0.97,3362,1,2,81,81,,,,,,,,
04-04-2021,17-00,11.3,206,0.97,3911,1,2,81,81,,,,,,,,
04-04-2021,18-00,11.2,170,0.97,3199,1,2,81,81,,,,,,,,
04-04-2021,19-00,11.6,55,0.97,1072,1,2,83,73,,,,,,,,
04-04-2021,20-00,11.7,54,0.97,1061,1,2,83,73,,,,,,,,
04-04-2021,21-00,11.7,53,0.97,1042,1,2,83,73,,,,,,,,
04-04-2021,22-00,11.6,48,0.97,935,1,2,77,95,,,,,,,,
04-04-2021,23-00,11.5,43,0.97,831,1,2,77,95,,,,,,,,
04-04-2021,00-00,11.3,40,0.97,759,1,2,77,95,,,,,,,,
05-04-2021,01-00,11.3,144,0.97,2734,0,2,86,76,,,,,,,,
